# origin	format	category	title	description	source_url
recent	tweet	web	Portfolio in Flow State	A personal portfolio website by Marvin Schwaibold showcasing project cards with a physics-based drag-and-throw interaction, switchable between focused and grid view layouts.	https://x.com/MSchwaibold/status/2075579937298289137
recent	tweet	interface	CapWords	A screen recording of a mobile vocabulary app being used at IKEA, where the camera identifies real-world objects and saves them as bilingual flashcard-style word cards.	https://x.com/CapWords/status/2075557469418610989
recent	tweet	web	404 Laser Beams	A playful 404 page featuring a glossy 3D bubble creature that fires red laser beams tracking the cursor across a black screen, designed by Gionatan Nese.	https://x.com/YousufSoomroDev/status/2075600007076684172
recent	tweet	web	Project Carousel Variants	A portfolio web template exploring multiple animated project carousel styles, from 3D cube rotations and overlapping card fans to typographic list reveals and scattered spiral layouts.	https://x.com/AntonDrukarov/status/2075578029925904795
recent	tweet	print	Fully Charged Poster	A textured, film-grain poster featuring a blurred human silhouette with diagnostic system-readout typography exploring themes of mental exhaustion and attention depletion.	https://x.com/lifeofmansoor/status/2075213953488302169
recent	tweet	editorial	Edge Magazine Cover	A shader-treated collage cover for Edge newsletter Issue #83, blending GTA characters into a striking pink and navy duotone composition about the history of Rockstar and Take-Two.	https://x.com/oliverhamrin/status/2075561040155160957
recent	tweet	motion	3D Benchmark Art	A looping 3D motion study featuring iridescent bar-chart columns morphing between arc and M-shaped formations with prismatic blue and purple lighting, created as hero art for a model benchmark page.	https://x.com/benfryc/status/2075275106301903067
recent	tweet	branding	Neos App Icon Variants	Three shader-rendered app icon variants for Neos, featuring a soft glowing mascot character with luminous blue, pink, and purple colorways built in Figma.	https://x.com/andreaskruszaki/status/2075315414410682668
recent	tweet	branding	3 Logos	A set of three logos spanning different styles: a cheerful flower-like icon paired with a cursive wordmark, and a casual handwritten script logotype, each with a distinct personality.	https://x.com/lancedraws/status/2075536899217760307
recent	tweet	illustration	Figure Mark Collection	A collection of nine bold gestural pictogram marks depicting dynamic human figures in motion, rendered in white on black with a hand-crafted logo quality.	https://x.com/DlaniD/status/2075503892289167608
recent	tweet	motion	Workbox.sh Box Illustration	A minimal wireframe illustration of a shipping box teasing the workbox.sh product, rendered in white outlines on black with a technical blueprint aesthetic powered by Atlasflow.	https://x.com/aaronmahlke/status/2075488112776544750
recent	tweet	branding	Brightfield Brand Mark System	A dynamic brand mark exploration showing a geometric hexagonal shape rendered across four styles: flat outlined, flat fill, gradient outlined, and gradient fill, cycling through a warm red-orange to periwinkle blue palette on a minimal grey ground.	https://x.com/TweetsByTBI/status/2075384630568775902
recent	tweet	web	Aave Cards	The redesigned aave.com showcases a soft, pastel-toned careers section with animated value cards featuring the brand's 3D ghost mascots on lavender gradient backgrounds.	https://x.com/AnaArsonist/status/2075462405857870053
recent	tweet	product	Teenage Engineering Product Design	A showcase of Teenage Engineering's industrial design language across the TP-7 recorder, OP-Z synthesizer blueprints, oplab module, and branded accessories.	https://x.com/kyleanthony/status/2075200198687469836
recent	tweet	motion	Jello Button	A GLSL fragment shader button rendered with analytic ray-marching that simulates jello-like physics, making the pill-shaped UI element squish and wobble with organic deformation on interaction.	https://x.com/kaolti/status/2075201702412915116
recent	tweet	branding	Quartr Brand Posters	A showreel of poster designs for Quartr's brand refresh, showcasing the new logomark, custom wordmark, color palette, and typographic system applied across brand posters and merchandise.	https://x.com/oliverhamrin/status/2074827273706836165
recent	tweet	web	Wild Craft Site	Wild's agency website blends editorial storytelling with signature animated pixel art motifs, showcasing case studies and their perspective on craft and AI in a clean, inventive layout.	https://x.com/taimoor_nasir1/status/2074883562759946251
recent	tweet	interface	Codex Code Review UI	A walkthrough of OpenAI Codex's chapter-style code review interface, where each thread shows a developer prompt alongside a detailed AI-generated response and linked file references.	https://x.com/Neesh774/status/2070557463628149055
recent	tweet	motion	Credits Stepper Microinteraction	A minimal credits stepper component where the plus button features an animated chrome liquid-metal finish, making a simple quantity input feel tactile and refined.	https://x.com/BrettFromDJ/status/2074924933918892124
recent	tweet	motion	Animated App Icon	A playful animated app icon of a pink blob character designed and brought to life using Figma Motion, featuring a soft blink animation and vibrant gradient shading.	https://x.com/LindaOjo_/status/2074780561294405717
recent	tweet	print	Anthrogen Labs Poster Series	A cohesive poster series for Anthrogen Labs blending scientific diagram aesthetics with bold typography across blue, white, and black colorways for events and brand storytelling.	https://x.com/miralizain/status/2074789189686792342
recent	tweet	motion	Sticker Peel-Off Effect	A playful iMessage-inspired sticker peel-off animation where illustrated stickers with holographic finishes sequentially unpeel and collapse into a single stack on a dark background.	https://x.com/Nomandsign/status/2074955482704593210
recent	tweet	motion	Animated Banner Variants	A motion study showing two banner variants with animated geometric rectangle fields, one in black and white and one in vibrant CMYK colors, built around a typographic headline.	https://x.com/yahyavision/status/2074553659736596921
recent	tweet	branding	WorkOS CD Case Mockups	A creative campaign presenting WorkOS product feature releases as retro CD jewel cases, each with bold typographic cover art and a distinct visual theme.	https://x.com/BerinHoly/status/2074487740297556397
recent	tweet	branding	Quartr Brand Mark	A geometric logomark for Quartr built from a square frame enclosing a custom q letterform, revealed through an animated construction sequence showing bezier nodes, grid lines, and weight variations.	https://x.com/FonsMans/status/2074827288814977025
recent	tweet	branding	Anthrogen Micrographics	A detailed brand identity system for Anthrogen AI Research Labs featuring letterhead, research receipts, a fellowship certificate, and a micrographic logo across official document-style collateral.	https://x.com/ayushsoni_io/status/2074743341770764614
recent	tweet	branding	Context Is Everything	A dark animated event identity for WorkOS MCP Night featuring glitch typography, pixelated motifs, and 3D extruded letterforms across a series of striking poster compositions.	https://x.com/BerinHoly/status/2074595799690780967
recent	tweet	print	Off/Grid Internship Posters	A set of bold internship announcement posters for Off/Grid studio, each featuring a different dark textured background with vivid magenta graphics and clean white type.	https://x.com/FonsMans/status/2074205593171034603
recent	tweet	print	Artifacts June '26	A raw, experimental motion reel by Offgrid blending halftone textures, terminal text, typography specimens, and grainy hardware photography into a striking black-and-white visual showcase.	https://x.com/byoffgrid/status/2074578412987891782
recent	tweet	interface	Live Data Loading Animation	An iOS analytics app replaces a blank loading screen with a real-time animated counter and chart that visually updates as metrics are fetched day by day.	https://x.com/andrewtanchuk/status/2074492759428178228
recent	tweet	interface	Skewed Adjacent Hover Tabs	A subtle skewed hover effect for adjacent tab bar items, where hovering one tab causes neighboring tabs to subtly shift and skew in a dark UI component.	https://x.com/guerriero_se/status/2074141065104576781
recent	tweet	interface	Aave Auto Saver Flow	A clean mobile UI for the upcoming Auto Saver feature in Aave App, featuring an amount entry screen and a playful animated day-of-month picker with a sliding calendar.	https://x.com/alexvanderzon/status/2074319010561401160
